Product URL,Product Name,Product Price,Rating,Number of Reviews
/Wildcraft-Typo_Blk-Casual-Backpack-11619-Typo_Blk/dp/B079MBFH5V,Wildcraft 35 ltrs (19 Cms) Casual Backpack(11619-Typo_Blk_Black),"₹1,394",4.1,398
/Fast-Travel-partition-Collage-Backpack/dp/B0BM7C4HG3,Fast Travel Use For School Bag Class 6-10 Large 4 partition 55 L Laptop Collage Office Travel Backpack Unisex,₹595,4.0,29
/POLESTAR-backpack-Backpack-College-Students/dp/B08X2KRL8B,"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹599,4.1,"3,519"
/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D24G29,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",₹399,3.9,114
/Glowic-Hopping-Shoulder-Handbags-WBAG-34/dp/B09HHNZ47K,"Glowic Hopping Grocery, Travel, Beach | Shoulder Handbags Women, College Bags for Girls Stylish Trendy(WBAG-34) (Multi Colour)",₹459,3.7,432
/uppercase-Professional-Backpack-resistant-sustainable/dp/B0BWNBQXDZ,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,800",4.3,69
/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5,Aristrocrat Unisex Laptop Bag Grey One Size,₹799,4.3,29
/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,₹239,3.6,"7,911"
/Tommy-Hilfiger-Elegant-Polyester-Backpack/dp/B0BJ6SCMNH,Tommy Hilfiger Elegant Unisex Polyester 15 Inch Laptop Backpack Red+White+Blue,"₹2,219",5.0,4
/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN,ADISA SL5038 women girls sling bag,₹564,4.1,"1,197"
/American-Tourister-FJ9-01-002/dp/B07N19CXKM,American Tourister Ohio Polyester 65 Cms Wheel Travel Duffle Bag (Blue),"₹1,999",4.2,"1,269"
/Gizga-Essentials-Organizer-Multi-Utility-Cosmetics/dp/B09WVRKYCJ,"Gizga Essentials Travel Toiletry Kit Bag for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey",₹349,4.2,164
/Harddo%C2%AE-Polyester-Cover-School-Backpacks/dp/B08D8BS5R4,Harddo® 100% Dust Proof & Waterproof Rain Cover for Backpack Bags with Pouch - 30L-40L | Clip Lock Mechanism,₹375,4.0,70
/Skybags-Unisex-Adjustable-Polyester-Backpack/dp/B0BJ763F7Y,Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,"₹1,576",4.0,53
/POLESTAR-Casual-bagpack-School-Backpack/dp/B07PQQ8M7B,"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹579,3.9,"17,698"
/uppercase-Backpack-1800EBP1-resistant-sustainable/dp/B0B9T4YDPX,"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls(Pink)","₹1,200",4.3,33
/bg1905-Capacity-Laptop-Travelling-Backpack/dp/B082MKHDJ1,TSPARK Red Lemon bg1905 15.6 inch 35 LTR Capacity Laptop Bag for Men Travelling Hiking Backpack for Men and Women,"₹2,949",4.2,93
